"Estado","Ano","Tipo","Mes","value"
"SanLuisPotosi","2005","General","Nov",14
"Sinaloa","2005","General","Nov",641
"Sonora","2005","General","Nov",251
"Tabasco","2005","General","Nov",2
"Tamaulipas","2005","General","Nov",18
"Tlaxcala","2005","General","Nov",1
"Veracruz","2005","General","Nov",13
"Yucatan","2005","General","Nov",3
"Zacatecas","2005","General","Nov",243
"Total","2005","General","Nov",24171
"Aguascalientes","2006","General","Nov",90
"BajaCalifornia","2006","General","Nov",6
"BajaCaliforniaSur","2006","General","Nov",10
"Campeche","2006","General","Nov",2
"Coahuila","2006","General","Nov",5
"Colima","2006","General","Nov",857
"Chiapas","2006","General","Nov",16
"Chihuahua","2006","General","Nov",22
"DistritoFederal","2006","General","Nov",22
"Durango","2006","General","Nov",292
"Guanajuato","2006","General","Nov",1536
"Guerrero","2006","General","Nov",4054
"Hidalgo","2006","General","Nov",16
"Jalisco","2006","General","Nov",4614
"Mexico","2006","General","Nov",695
"Michoacan","2006","General","Nov",2580
"Morelos","2006","General","Nov",2199
"Nayarit","2006","General","Nov",1201
"NuevoLeon","2006","General","Nov",4
"Oaxaca","2006","General","Nov",299
"Puebla","2006","General","Nov",1221
"Queretaro","2006","General","Nov",253
"QuintanaRoo","2006","General","Nov",2
"SanLuisPotosi","2006","General","Nov",10
"Sinaloa","2006","General","Nov",659
"Sonora","2006","General","Nov",167
"Tabasco","2006","General","Nov",3
"Tamaulipas","2006","General","Nov",8
"Tlaxcala","2006","General","Nov",1
"Veracruz","2006","General","Nov",8
"Yucatan","2006","General","Nov",3
"Zacatecas","2006","General","Nov",174
"Total","2006","General","Nov",21029
"Aguascalientes","2007","General","Nov",112
"BajaCalifornia","2007","General","Nov",3
"BajaCaliforniaSur","2007","General","Nov",6
"Campeche","2007","General","Nov",3
"Coahuila","2007","General","Nov",3
"Colima","2007","General","Nov",803
"Chiapas","2007","General","Nov",29
"Chihuahua","2007","General","Nov",12
"DistritoFederal","2007","General","Nov",30
"Durango","2007","General","Nov",304
"Guanajuato","2007","General","Nov",1518
"Guerrero","2007","General","Nov",3906
"Hidalgo","2007","General","Nov",4
"Jalisco","2007","General","Nov",3661
"Mexico","2007","General","Nov",582
"Michoacan","2007","General","Nov",2288
"Morelos","2007","General","Nov",2144
"Nayarit","2007","General","Nov",1169
"NuevoLeon","2007","General","Nov",8
"Oaxaca","2007","General","Nov",398
"Puebla","2007","General","Nov",1073
"Queretaro","2007","General","Nov",214
"QuintanaRoo","2007","General","Nov",5
"SanLuisPotosi","2007","General","Nov",22
"Sinaloa","2007","General","Nov",546
"Sonora","2007","General","Nov",166
"Tabasco","2007","General","Nov",6
"Tamaulipas","2007","General","Nov",9
"Tlaxcala","2007","General","Nov",0
"Veracruz","2007","General","Nov",14
"Yucatan","2007","General","Nov",2
"Zacatecas","2007","General","Nov",187
"Total","2007","General","Nov",19227
"Aguascalientes","2008","General","Nov",109
"BajaCalifornia","2008","General","Nov",8
"BajaCaliforniaSur","2008","General","Nov",9
"Campeche","2008","General","Nov",4
"Coahuila","2008","General","Nov",9
"Colima","2008","General","Nov",898
"Chiapas","2008","General","Nov",33
"Chihuahua","2008","General","Nov",15
"DistritoFederal","2008","General","Nov",41
"Durango","2008","General","Nov",356
"Guanajuato","2008","General","Nov",1007
"Guerrero","2008","General","Nov",3802
"Hidalgo","2008","General","Nov",13
"Jalisco","2008","General","Nov",3620
"Mexico","2008","General","Nov",862
"Michoacan","2008","General","Nov",2750
"Morelos","2008","General","Nov",2205
"Nayarit","2008","General","Nov",1250
"NuevoLeon","2008","General","Nov",6
"Oaxaca","2008","General","Nov",406
"Puebla","2008","General","Nov",1007
"Queretaro","2008","General","Nov",236
"QuintanaRoo","2008","General","Nov",3
"SanLuisPotosi","2008","General","Nov",7
"Sinaloa","2008","General","Nov",813
"Sonora","2008","General","Nov",215
"Tabasco","2008","General","Nov",4
"Tamaulipas","2008","General","Nov",24
"Tlaxcala","2008","General","Nov",1
"Veracruz","2008","General","Nov",13
"Yucatan","2008","General","Nov",6
"Zacatecas","2008","General","Nov",233
"Total","2008","General","Nov",19965
"Aguascalientes","2009","General","Nov",116
"BajaCalifornia","2009","General","Nov",4
"BajaCaliforniaSur","2009","General","Nov",6
"Campeche","2009","General","Nov",8
"Coahuila","2009","General","Nov",1
"Colima","2009","General","Nov",884
"Chiapas","2009","General","Nov",28
"Chihuahua","2009","General","Nov",14
"DistritoFederal","2009","General","Nov",24
"Durango","2009","General","Nov",246
"Guanajuato","2009","General","Nov",1537
"Guerrero","2009","General","Nov",5209
"Hidalgo","2009","General","Nov",9
"Jalisco","2009","General","Nov",4059
"Mexico","2009","General","Nov",850
"Michoacan","2009","General","Nov",2933
"Morelos","2009","General","Nov",2470
"Nayarit","2009","General","Nov",1216
"NuevoLeon","2009","General","Nov",6
"Oaxaca","2009","General","Nov",399
"Puebla","2009","General","Nov",1172
"Queretaro","2009","General","Nov",209
"QuintanaRoo","2009","General","Nov",7
"SanLuisPotosi","2009","General","Nov",9
"Sinaloa","2009","General","Nov",730
"Sonora","2009","General","Nov",195
"Tabasco","2009","General","Nov",3
"Tamaulipas","2009","General","Nov",10
"Tlaxcala","2009","General","Nov",7
"Veracruz","2009","General","Nov",13
"Yucatan","2009","General","Nov",4
"Zacatecas","2009","General","Nov",210
"Total","2009","General","Nov",22588
"Aguascalientes","2010","General","Nov",99
"BajaCalifornia","2010","General","Nov",9
"BajaCaliforniaSur","2010","General","Nov",7
"Campeche","2010","General","Nov",1
"Coahuila","2010","General","Nov",5
"Colima","2010","General","Nov",808
"Chiapas","2010","General","Nov",21
"Chihuahua","2010","General","Nov",17
"DistritoFederal","2010","General","Nov",34
"Durango","2010","General","Nov",337
"Guanajuato","2010","General","Nov",1408
"Guerrero","2010","General","Nov",3738
"Hidalgo","2010","General","Nov",8
"Jalisco","2010","General","Nov",3250
"Mexico","2010","General","Nov",589
"Michoacan","2010","General","Nov",2050
"Morelos","2010","General","Nov",1869
"Nayarit","2010","General","Nov",849
"NuevoLeon","2010","General","Nov",9
"Oaxaca","2010","General","Nov",391
"Puebla","2010","General","Nov",909
"Queretaro","2010","General","Nov",246
"QuintanaRoo","2010","General","Nov",14
"SanLuisPotosi","2010","General","Nov",10
"Sinaloa","2010","General","Nov",595
"Sonora","2010","General","Nov",150
"Tabasco","2010","General","Nov",1
"Tamaulipas","2010","General","Nov",4
"Tlaxcala","2010","General","Nov",4
"Veracruz","2010","General","Nov",8
"Yucatan","2010","General","Nov",2
"Zacatecas","2010","General","Nov",163
"Total","2010","General","Nov",17605
"Aguascalientes","2011","General","Nov",160
"BajaCalifornia","2011","General","Nov",4
"BajaCaliforniaSur","2011","General","Nov",8
"Campeche","2011","General","Nov",5
"Coahuila","2011","General","Nov",10
"Colima","2011","General","Nov",1118
"Chiapas","2011","General","Nov",31
"Chihuahua","2011","General","Nov",12
"DistritoFederal","2011","General","Nov",33
"Durango","2011","General","Nov",371
"Guanajuato","2011","General","Nov",1978
"Guerrero","2011","General","Nov",6057
"Hidalgo","2011","General","Nov",12
"Jalisco","2011","General","Nov",4179
"Mexico","2011","General","Nov",1155
"Michoacan","2011","General","Nov",3208
"Morelos","2011","General","Nov",3041
"Nayarit","2011","General","Nov",1383
"NuevoLeon","2011","General","Nov",11
"Oaxaca","2011","General","Nov",515
"Puebla","2011","General","Nov",1407
"Queretaro","2011","General","Nov",433
"QuintanaRoo","2011","General","Nov",16
"SanLuisPotosi","2011","General","Nov",17
"Sinaloa","2011","General","Nov",921
"Sonora","2011","General","Nov",257
"Tabasco","2011","General","Nov",14
"Tamaulipas","2011","General","Nov",17
"Tlaxcala","2011","General","Nov",6
"Veracruz","2011","General","Nov",9
"Yucatan","2011","General","Nov",4
"Zacatecas","2011","General","Nov",230
"Total","2011","General","Nov",26622
"Aguascalientes","2012","General","Nov",131
"BajaCalifornia","2012","General","Nov",7
"BajaCaliforniaSur","2012","General","Nov",7
"Campeche","2012","General","Nov",6
"Coahuila","2012","General","Nov",4
"Colima","2012","General","Nov",897
"Chiapas","2012","General","Nov",33
"Chihuahua","2012","General","Nov",11
"DistritoFederal","2012","General","Nov",24
"Durango","2012","General","Nov",420
"Guanajuato","2012","General","Nov",1366
"Guerrero","2012","General","Nov",6021
"Hidalgo","2012","General","Nov",9
"Jalisco","2012","General","Nov",3398
"Mexico","2012","General","Nov",902
"Michoacan","2012","General","Nov",2799
"Morelos","2012","General","Nov",2123
"Nayarit","2012","General","Nov",1344
"NuevoLeon","2012","General","Nov",9
"Oaxaca","2012","General","Nov",409
"Puebla","2012","General","Nov",1121
"Queretaro","2012","General","Nov",307
"QuintanaRoo","2012","General","Nov",6
"SanLuisPotosi","2012","General","Nov",20
"Sinaloa","2012","General","Nov",805
"Sonora","2012","General","Nov",225
"Tabasco","2012","General","Nov",2
"Tamaulipas","2012","General","Nov",24
"Tlaxcala","2012","General","Nov",3
"Veracruz","2012","General","Nov",17
"Yucatan","2012","General","Nov",1
"Zacatecas","2012","General","Nov",222
"Total","2012","General","Nov",22673
"Aguascalientes","2013","General","Nov",88
"BajaCalifornia","2013","General","Nov",5
"BajaCaliforniaSur","2013","General","Nov",3
"Campeche","2013","General","Nov",4
"Coahuila","2013","General","Nov",0
"Colima","2013","General","Nov",968
"Chiapas","2013","General","Nov",21
"Chihuahua","2013","General","Nov",20
"DistritoFederal","2013","General","Nov",32
"Durango","2013","General","Nov",429
"Guanajuato","2013","General","Nov",1699
"Guerrero","2013","General","Nov",7819
"Hidalgo","2013","General","Nov",14
"Jalisco","2013","General","Nov",3604
"Mexico","2013","General","Nov",1136
"Michoacan","2013","General","Nov",2932
"Morelos","2013","General","Nov",2733
"Nayarit","2013","General","Nov",1553
"NuevoLeon","2013","General","Nov",2
"Oaxaca","2013","General","Nov",502
"Puebla","2013","General","Nov",1202
"Queretaro","2013","General","Nov",311
"QuintanaRoo","2013","General","Nov",6
"SanLuisPotosi","2013","General","Nov",15
"Sinaloa","2013","General","Nov",909
"Sonora","2013","General","Nov",187
"Tabasco","2013","General","Nov",2
"Tamaulipas","2013","General","Nov",19
"Tlaxcala","2013","General","Nov",4
"Veracruz","2013","General","Nov",10
"Yucatan","2013","General","Nov",0
"Zacatecas","2013","General","Nov",267
"Total","2013","General","Nov",26496
"Aguascalientes","2003","Hombres","Nov",47
"BajaCalifornia","2003","Hombres","Nov",3
"BajaCaliforniaSur","2003","Hombres","Nov",2
"Campeche","2003","Hombres","Nov",2
"Coahuila","2003","Hombres","Nov",0
"Colima","2003","Hombres","Nov",474
"Chiapas","2003","Hombres","Nov",7
"Chihuahua","2003","Hombres","Nov",8
"DistritoFederal","2003","Hombres","Nov",10
"Durango","2003","Hombres","Nov",172
"Guanajuato","2003","Hombres","Nov",583
"Guerrero","2003","Hombres","Nov",1616
"Hidalgo","2003","Hombres","Nov",4
"Jalisco","2003","Hombres","Nov",1865
"Mexico","2003","Hombres","Nov",323
"Michoacan","2003","Hombres","Nov",1261
"Morelos","2003","Hombres","Nov",1289
"Nayarit","2003","Hombres","Nov",746
"NuevoLeon","2003","Hombres","Nov",16
"Oaxaca","2003","Hombres","Nov",149
"Puebla","2003","Hombres","Nov",605
"Queretaro","2003","Hombres","Nov",160
"QuintanaRoo","2003","Hombres","Nov",1
"SanLuisPotosi","2003","Hombres","Nov",6
"Sinaloa","2003","Hombres","Nov",245
"Sonora","2003","Hombres","Nov",79
"Tabasco","2003","Hombres","Nov",3
"Tamaulipas","2003","Hombres","Nov",7
"Tlaxcala","2003","Hombres","Nov",0
"Veracruz","2003","Hombres","Nov",6
"Yucatan","2003","Hombres","Nov",0
"Zacatecas","2003","Hombres","Nov",71
"Total","2003","Hombres","Nov",9760
"Aguascalientes","2004","Hombres","Nov",146
"BajaCalifornia","2004","Hombres","Nov",1
"BajaCaliforniaSur","2004","Hombres","Nov",3
"Campeche","2004","Hombres","Nov",0
"Coahuila","2004","Hombres","Nov",8
"Colima","2004","Hombres","Nov",588
"Chiapas","2004","Hombres","Nov",20
"Chihuahua","2004","Hombres","Nov",16
"DistritoFederal","2004","Hombres","Nov",14
"Durango","2004","Hombres","Nov",181
"Guanajuato","2004","Hombres","Nov",979
"Guerrero","2004","Hombres","Nov",1916
"Hidalgo","2004","Hombres","Nov",6
"Jalisco","2004","Hombres","Nov",2253
"Mexico","2004","Hombres","Nov",338
"Michoacan","2004","Hombres","Nov",1402
"Morelos","2004","Hombres","Nov",1322
"Nayarit","2004","Hombres","Nov",744
"NuevoLeon","2004","Hombres","Nov",6
"Oaxaca","2004","Hombres","Nov",142
"Puebla","2004","Hombres","Nov",615
"Queretaro","2004","Hombres","Nov",187
"QuintanaRoo","2004","Hombres","Nov",0
"SanLuisPotosi","2004","Hombres","Nov",8
"Sinaloa","2004","Hombres","Nov",293
"Sonora","2004","Hombres","Nov",75
"Tabasco","2004","Hombres","Nov",0
"Tamaulipas","2004","Hombres","Nov",4
"Tlaxcala","2004","Hombres","Nov",1
"Veracruz","2004","Hombres","Nov",8
"Yucatan","2004","Hombres","Nov",0
"Zacatecas","2004","Hombres","Nov",117
"Total","2004","Hombres","Nov",11393
"Aguascalientes","2005","Hombres","Nov",62
"BajaCalifornia","2005","Hombres","Nov",5
"BajaCaliforniaSur","2005","Hombres","Nov",4
"Campeche","2005","Hombres","Nov",1
"Coahuila","2005","Hombres","Nov",1
"Colima","2005","Hombres","Nov",545
"Chiapas","2005","Hombres","Nov",12
"Chihuahua","2005","Hombres","Nov",7
"DistritoFederal","2005","Hombres","Nov",13
"Durango","2005","Hombres","Nov",201
"Guanajuato","2005","Hombres","Nov",931
"Guerrero","2005","Hombres","Nov",2037
"Hidalgo","2005","Hombres","Nov",6
"Jalisco","2005","Hombres","Nov",2236
"Mexico","2005","Hombres","Nov",324
"Michoacan","2005","Hombres","Nov",1622
"Morelos","2005","Hombres","Nov",1667
"Nayarit","2005","Hombres","Nov",778
"NuevoLeon","2005","Hombres","Nov",9
"Oaxaca","2005","Hombres","Nov",192
"Puebla","2005","Hombres","Nov",676
"Queretaro","2005","Hombres","Nov",120
"QuintanaRoo","2005","Hombres","Nov",4
"SanLuisPotosi","2005","Hombres","Nov",4
"Sinaloa","2005","Hombres","Nov",310
"Sonora","2005","Hombres","Nov",104
"Tabasco","2005","Hombres","Nov",1
"Tamaulipas","2005","Hombres","Nov",4
"Tlaxcala","2005","Hombres","Nov",0
"Veracruz","2005","Hombres","Nov",6
"Yucatan","2005","Hombres","Nov",0
"Zacatecas","2005","Hombres","Nov",123
"Total","2005","Hombres","Nov",12005
"Aguascalientes","2006","Hombres","Nov",46
"BajaCalifornia","2006","Hombres","Nov",1
"BajaCaliforniaSur","2006","Hombres","Nov",3
"Campeche","2006","Hombres","Nov",0
"Coahuila","2006","Hombres","Nov",3
"Colima","2006","Hombres","Nov",501
"Chiapas","2006","Hombres","Nov",4
"Chihuahua","2006","Hombres","Nov",10
"DistritoFederal","2006","Hombres","Nov",9
"Durango","2006","Hombres","Nov",144
"Guanajuato","2006","Hombres","Nov",719
"Guerrero","2006","Hombres","Nov",2212
"Hidalgo","2006","Hombres","Nov",10
"Jalisco","2006","Hombres","Nov",2483
"Mexico","2006","Hombres","Nov",367
"Michoacan","2006","Hombres","Nov",1364
"Morelos","2006","Hombres","Nov",1221
"Nayarit","2006","Hombres","Nov",653
"NuevoLeon","2006","Hombres","Nov",2
"Oaxaca","2006","Hombres","Nov",137
"Puebla","2006","Hombres","Nov",616
"Queretaro","2006","Hombres","Nov",118
"QuintanaRoo","2006","Hombres","Nov",1
"SanLuisPotosi","2006","Hombres","Nov",6
"Sinaloa","2006","Hombres","Nov",310
"Sonora","2006","Hombres","Nov",63
"Tabasco","2006","Hombres","Nov",1
"Tamaulipas","2006","Hombres","Nov",1
"Tlaxcala","2006","Hombres","Nov",1
"Veracruz","2006","Hombres","Nov",3
"Yucatan","2006","Hombres","Nov",1
"Zacatecas","2006","Hombres","Nov",73
"Total","2006","Hombres","Nov",11083
"Aguascalientes","2007","Hombres","Nov",54
"BajaCalifornia","2007","Hombres","Nov",3
"BajaCaliforniaSur","2007","Hombres","Nov",2
"Campeche","2007","Hombres","Nov",1
"Coahuila","2007","Hombres","Nov",3
"Colima","2007","Hombres","Nov",451
"Chiapas","2007","Hombres","Nov",14
"Chihuahua","2007","Hombres","Nov",6
"DistritoFederal","2007","Hombres","Nov",8
"Durango","2007","Hombres","Nov",165
"Guanajuato","2007","Hombres","Nov",684
"Guerrero","2007","Hombres","Nov",2046
"Hidalgo","2007","Hombres","Nov",1
"Jalisco","2007","Hombres","Nov",1899
"Mexico","2007","Hombres","Nov",287
"Michoacan","2007","Hombres","Nov",1163
"Morelos","2007","Hombres","Nov",1059
"Nayarit","2007","Hombres","Nov",654
"NuevoLeon","2007","Hombres","Nov",1
"Oaxaca","2007","Hombres","Nov",164
"Puebla","2007","Hombres","Nov",491
"Queretaro","2007","Hombres","Nov",107
"QuintanaRoo","2007","Hombres","Nov",3
"SanLuisPotosi","2007","Hombres","Nov",9
"Sinaloa","2007","Hombres","Nov",261
"Sonora","2007","Hombres","Nov",64
"Tabasco","2007","Hombres","Nov",2
"Tamaulipas","2007","Hombres","Nov",6
"Tlaxcala","2007","Hombres","Nov",0
"Veracruz","2007","Hombres","Nov",8
"Yucatan","2007","Hombres","Nov",0
"Zacatecas","2007","Hombres","Nov",97
"Total","2007","Hombres","Nov",9713
"Aguascalientes","2008","Hombres","Nov",60
"BajaCalifornia","2008","Hombres","Nov",1
"BajaCaliforniaSur","2008","Hombres","Nov",3
"Campeche","2008","Hombres","Nov",3
"Coahuila","2008","Hombres","Nov",5
"Colima","2008","Hombres","Nov",492
"Chiapas","2008","Hombres","Nov",15
"Chihuahua","2008","Hombres","Nov",8
"DistritoFederal","2008","Hombres","Nov",21
"Durango","2008","Hombres","Nov",196
"Guanajuato","2008","Hombres","Nov",454
"Guerrero","2008","Hombres","Nov",1983
"Hidalgo","2008","Hombres","Nov",11
"Jalisco","2008","Hombres","Nov",1916
"Mexico","2008","Hombres","Nov",427
"Michoacan","2008","Hombres","Nov",1310
"Morelos","2008","Hombres","Nov",1116
"Nayarit","2008","Hombres","Nov",699
"NuevoLeon","2008","Hombres","Nov",3
"Oaxaca","2008","Hombres","Nov",177
"Puebla","2008","Hombres","Nov",453
"Queretaro","2008","Hombres","Nov",104
"QuintanaRoo","2008","Hombres","Nov",0
"SanLuisPotosi","2008","Hombres","Nov",3
"Sinaloa","2008","Hombres","Nov",371
"Sonora","2008","Hombres","Nov",92
"Tabasco","2008","Hombres","Nov",2
"Tamaulipas","2008","Hombres","Nov",11
"Tlaxcala","2008","Hombres","Nov",1
"Veracruz","2008","Hombres","Nov",6
"Yucatan","2008","Hombres","Nov",3
"Zacatecas","2008","Hombres","Nov",113
"Total","2008","Hombres","Nov",10059
"Aguascalientes","2009","Hombres","Nov",52
"BajaCalifornia","2009","Hombres","Nov",0
"BajaCaliforniaSur","2009","Hombres","Nov",4
"Campeche","2009","Hombres","Nov",2
"Coahuila","2009","Hombres","Nov",1
"Colima","2009","Hombres","Nov",461
"Chiapas","2009","Hombres","Nov",10
"Chihuahua","2009","Hombres","Nov",7
"DistritoFederal","2009","Hombres","Nov",11
"Durango","2009","Hombres","Nov",106
"Guanajuato","2009","Hombres","Nov",700
"Guerrero","2009","Hombres","Nov",2875
"Hidalgo","2009","Hombres","Nov",4
"Jalisco","2009","Hombres","Nov",2114
"Mexico","2009","Hombres","Nov",456
"Michoacan","2009","Hombres","Nov",1543
"Morelos","2009","Hombres","Nov",1326
"Nayarit","2009","Hombres","Nov",683
"NuevoLeon","2009","Hombres","Nov",1
"Oaxaca","2009","Hombres","Nov",193
"Puebla","2009","Hombres","Nov",602
"Queretaro","2009","Hombres","Nov",104
"QuintanaRoo","2009","Hombres","Nov",5
"SanLuisPotosi","2009","Hombres","Nov",2
"Sinaloa","2009","Hombres","Nov",332
"Sonora","2009","Hombres","Nov",84
"Tabasco","2009","Hombres","Nov",1
"Tamaulipas","2009","Hombres","Nov",2
"Tlaxcala","2009","Hombres","Nov",4
"Veracruz","2009","Hombres","Nov",4
"Yucatan","2009","Hombres","Nov",0
"Zacatecas","2009","Hombres","Nov",99
"Total","2009","Hombres","Nov",11788
"Aguascalientes","2010","Hombres","Nov",47
"BajaCalifornia","2010","Hombres","Nov",3
"BajaCaliforniaSur","2010","Hombres","Nov",5
"Campeche","2010","Hombres","Nov",0
"Coahuila","2010","Hombres","Nov",1
"Colima","2010","Hombres","Nov",434
"Chiapas","2010","Hombres","Nov",10
"Chihuahua","2010","Hombres","Nov",6
"DistritoFederal","2010","Hombres","Nov",17
"Durango","2010","Hombres","Nov",167
"Guanajuato","2010","Hombres","Nov",612
"Guerrero","2010","Hombres","Nov",1923
"Hidalgo","2010","Hombres","Nov",4
"Jalisco","2010","Hombres","Nov",1631
"Mexico","2010","Hombres","Nov",280
"Michoacan","2010","Hombres","Nov",1047
"Morelos","2010","Hombres","Nov",932
"Nayarit","2010","Hombres","Nov",442
"NuevoLeon","2010","Hombres","Nov",3
"Oaxaca","2010","Hombres","Nov",172
"Puebla","2010","Hombres","Nov",458
"Queretaro","2010","Hombres","Nov",117
"QuintanaRoo","2010","Hombres","Nov",7
"SanLuisPotosi","2010","Hombres","Nov",3
"Sinaloa","2010","Hombres","Nov",269
"Sonora","2010","Hombres","Nov",67
"Tabasco","2010","Hombres","Nov",0
"Tamaulipas","2010","Hombres","Nov",1
"Tlaxcala","2010","Hombres","Nov",0
"Veracruz","2010","Hombres","Nov",4
"Yucatan","2010","Hombres","Nov",1
"Zacatecas","2010","Hombres","Nov",79
"Total","2010","Hombres","Nov",8742
"Aguascalientes","2011","Hombres","Nov",81
"BajaCalifornia","2011","Hombres","Nov",3
"BajaCaliforniaSur","2011","Hombres","Nov",1
"Campeche","2011","Hombres","Nov",4
"Coahuila","2011","Hombres","Nov",6
"Colima","2011","Hombres","Nov",681
"Chiapas","2011","Hombres","Nov",14
"Chihuahua","2011","Hombres","Nov",6
"DistritoFederal","2011","Hombres","Nov",11
"Durango","2011","Hombres","Nov",182
"Guanajuato","2011","Hombres","Nov",860
"Guerrero","2011","Hombres","Nov",3212
"Hidalgo","2011","Hombres","Nov",6
"Jalisco","2011","Hombres","Nov",2230
"Mexico","2011","Hombres","Nov",602
"Michoacan","2011","Hombres","Nov",1650
"Morelos","2011","Hombres","Nov",1480
"Nayarit","2011","Hombres","Nov",764
"NuevoLeon","2011","Hombres","Nov",3
"Oaxaca","2011","Hombres","Nov",230
"Puebla","2011","Hombres","Nov",691
"Queretaro","2011","Hombres","Nov",211
"QuintanaRoo","2011","Hombres","Nov",8
"SanLuisPotosi","2011","Hombres","Nov",9
"Sinaloa","2011","Hombres","Nov",404
"Sonora","2011","Hombres","Nov",103
"Tabasco","2011","Hombres","Nov",8
"Tamaulipas","2011","Hombres","Nov",7
"Tlaxcala","2011","Hombres","Nov",5
"Veracruz","2011","Hombres","Nov",6
"Yucatan","2011","Hombres","Nov",0
"Zacatecas","2011","Hombres","Nov",115
"Total","2011","Hombres","Nov",13593
"Aguascalientes","2012","Hombres","Nov",71
"BajaCalifornia","2012","Hombres","Nov",3
"BajaCaliforniaSur","2012","Hombres","Nov",1
"Campeche","2012","Hombres","Nov",0
"Coahuila","2012","Hombres","Nov",3
"Colima","2012","Hombres","Nov",450
"Chiapas","2012","Hombres","Nov",19
"Chihuahua","2012","Hombres","Nov",6
"DistritoFederal","2012","Hombres","Nov",13
"Durango","2012","Hombres","Nov",203
"Guanajuato","2012","Hombres","Nov",625
"Guerrero","2012","Hombres","Nov",3369
"Hidalgo","2012","Hombres","Nov",3
"Jalisco","2012","Hombres","Nov",1793
"Mexico","2012","Hombres","Nov",493
"Michoacan","2012","Hombres","Nov",1533
"Morelos","2012","Hombres","Nov",1062
"Nayarit","2012","Hombres","Nov",759
"NuevoLeon","2012","Hombres","Nov",4
"Oaxaca","2012","Hombres","Nov",170
"Puebla","2012","Hombres","Nov",528
"Queretaro","2012","Hombres","Nov",135
"QuintanaRoo","2012","Hombres","Nov",3
"SanLuisPotosi","2012","Hombres","Nov",7
"Sinaloa","2012","Hombres","Nov",349
"Sonora","2012","Hombres","Nov",93
"Tabasco","2012","Hombres","Nov",0
"Tamaulipas","2012","Hombres","Nov",8
"Tlaxcala","2012","Hombres","Nov",1
"Veracruz","2012","Hombres","Nov",5
"Yucatan","2012","Hombres","Nov",1
"Zacatecas","2012","Hombres","Nov",99
"Total","2012","Hombres","Nov",11809
"Aguascalientes","2013","Hombres","Nov",42
"BajaCalifornia","2013","Hombres","Nov",4
"BajaCaliforniaSur","2013","Hombres","Nov",2
"Campeche","2013","Hombres","Nov",2
"Coahuila","2013","Hombres","Nov",0
"Colima","2013","Hombres","Nov",556
"Chiapas","2013","Hombres","Nov",9
"Chihuahua","2013","Hombres","Nov",10
"DistritoFederal","2013","Hombres","Nov",23
"Durango","2013","Hombres","Nov",232
"Guanajuato","2013","Hombres","Nov",834
"Guerrero","2013","Hombres","Nov",4549
"Hidalgo","2013","Hombres","Nov",4
"Jalisco","2013","Hombres","Nov",1968
"Mexico","2013","Hombres","Nov",619
"Michoacan","2013","Hombres","Nov",1525
"Morelos","2013","Hombres","Nov",1596
"Nayarit","2013","Hombres","Nov",919
"NuevoLeon","2013","Hombres","Nov",0
"Oaxaca","2013","Hombres","Nov",227
"Puebla","2013","Hombres","Nov",660
"Queretaro","2013","Hombres","Nov",164
"QuintanaRoo","2013","Hombres","Nov",4
"SanLuisPotosi","2013","Hombres","Nov",8
"Sinaloa","2013","Hombres","Nov",414
"Sonora","2013","Hombres","Nov",73
"Tabasco","2013","Hombres","Nov",1
"Tamaulipas","2013","Hombres","Nov",8
"Tlaxcala","2013","Hombres","Nov",2
"Veracruz","2013","Hombres","Nov",6
"Yucatan","2013","Hombres","Nov",0
"Zacatecas","2013","Hombres","Nov",171
"Total","2013","Hombres","Nov",14632
"Aguascalientes","2003","Mujeres","Nov",32
"BajaCalifornia","2003","Mujeres","Nov",4
"BajaCaliforniaSur","2003","Mujeres","Nov",5
"Campeche","2003","Mujeres","Nov",0
"Coahuila","2003","Mujeres","Nov",1
"Colima","2003","Mujeres","Nov",363
"Chiapas","2003","Mujeres","Nov",4
"Chihuahua","2003","Mujeres","Nov",8
"DistritoFederal","2003","Mujeres","Nov",5
"Durango","2003","Mujeres","Nov",171
"Guanajuato","2003","Mujeres","Nov",670
"Guerrero","2003","Mujeres","Nov",1303
"Hidalgo","2003","Mujeres","Nov",11
"Jalisco","2003","Mujeres","Nov",1713
"Mexico","2003","Mujeres","Nov",310
"Michoacan","2003","Mujeres","Nov",1190
"Morelos","2003","Mujeres","Nov",1129
"Nayarit","2003","Mujeres","Nov",559
"NuevoLeon","2003","Mujeres","Nov",18
"Oaxaca","2003","Mujeres","Nov",195
"Puebla","2003","Mujeres","Nov",577
"Queretaro","2003","Mujeres","Nov",182
"QuintanaRoo","2003","Mujeres","Nov",5
"SanLuisPotosi","2003","Mujeres","Nov",5
"Sinaloa","2003","Mujeres","Nov",331
"Sonora","2003","Mujeres","Nov",156
"Tabasco","2003","Mujeres","Nov",0
"Tamaulipas","2003","Mujeres","Nov",3
"Tlaxcala","2003","Mujeres","Nov",1
"Veracruz","2003","Mujeres","Nov",6
"Yucatan","2003","Mujeres","Nov",3
"Zacatecas","2003","Mujeres","Nov",57
"Total","2003","Mujeres","Nov",9017
"Aguascalientes","2004","Mujeres","Nov",49
"BajaCalifornia","2004","Mujeres","Nov",1
"BajaCaliforniaSur","2004","Mujeres","Nov",1
"Campeche","2004","Mujeres","Nov",1
"Coahuila","2004","Mujeres","Nov",3
"Colima","2004","Mujeres","Nov",521
"Chiapas","2004","Mujeres","Nov",11
